SaleID,Date,ProductID,CustomerID,StoreID,QuantitySold,UnitPrice,Discount,Cost
293,2023-06-27,1010,229,310,8,81.86,0.1,67.31
294,2023-06-12,1003,250,307,8,79.79,0.15,35.49
295,2023-02-02,1009,248,310,1,57.24,0.0,16.92
296,2023-06-28,1012,222,306,5,35.61,0.0,30.05
297,2023-04-11,1014,204,307,6,82.85,0.05,62.55
298,2023-09-25,1001,206,301,2,26.75,0.05,22.47
299,2023-11-19,1018,238,305,5,36.08,0.05,40.87
300,2023-03-06,1017,226,307,6,26.56,0.0,47.4
301,2023-06-17,1009,211,301,9,70.68,0.0,50.29
302,2023-11-26,1009,226,302,1,71.76,0.15,75.18
303,2023-02-12,1010,217,309,3,68.73,0.1,54.61
304,2023-02-13,1019,224,303,9,47.4,0.05,63.97
305,2023-10-12,1015,228,306,1,19.02,0.0,48.64
306,2023-01-12,1005,235,307,1,92.01,0.1,67.52
307,2023-04-05,1015,231,309,1,55.7,0.05,24.77
308,2023-10-29,1020,213,305,7,46.63,0.05,20.74
309,2023-09-10,1002,235,304,5,62.99,0.1,74.47
310,2023-08-30,1013,216,302,6,27.35,0.1,57.01
311,2023-02-04,1016,215,303,8,21.93,0.1,55.36
312,2023-08-03,1015,243,305,2,46.5,0.0,40.05
313,2023-12-03,1010,218,302,2,30.45,0.15,33.25
314,2023-03-31,1014,247,304,3,31.99,0.05,46.68
315,2023-09-21,1010,237,301,3,90.33,0.05,14.04
316,2023-04-03,1014,248,304,3,57.77,0.1,39.1
317,2023-03-31,1009,248,307,4,53.51,0.0,39.15
318,2023-04-25,1014,249,303,3,72.05,0.1,45.38
319,2023-04-15,1003,241,310,2,95.64,0.0,52.6
320,2023-07-15,1020,227,308,9,20.1,0.15,76.8
321,2023-11-10,1016,235,306,6,85.02,0.05,53.91
322,2023-04-24,1002,245,306,3,62.56,0.05,71.28
323,2023-03-16,1010,235,301,9,23.15,0.0,46.72
324,2023-08-05,1003,228,305,4,36.74,0.15,52.02
325,2023-10-04,1011,239,303,4,53.41,0.15,10.24
326,2023-09-06,1011,238,310,8,72.21,0.05,14.99
327,2023-06-13,1013,209,301,7,31.83,0.05,48.48
328,2023-12-23,1007,212,308,7,58.14,0.1,34.68
329,2023-07-11,1017,215,307,7,71.62,0.0,64.91
330,2023-08-15,1002,221,307,5,50.39,0.05,45.74
331,2023-06-26,1012,235,310,7,87.67,0.15,71.17
332,2023-04-09,1010,242,310,4,88.25,0.15,77.92
333,2023-02-05,1018,233,310,8,52.36,0.05,16.07
334,2023-04-06,1011,219,304,9,97.56,0.15,34.61
335,2023-06-01,1016,223,306,3,16.8,0.0,54.87
336,2023-05-31,1017,213,309,7,10.3,0.15,27.91
337,2023-07-09,1019,244,303,9,44.26,0.15,25.03
338,2023-08-12,1018,201,309,1,64.1,0.05,66.03
339,2023-02-06,1003,229,304,2,66.63,0.0,78.53
340,2023-09-25,1016,224,305,7,52.88,0.0,63.04
341,2023-07-02,1006,216,307,2,21.24,0.1,44.28
342,2023-01-13,1012,225,306,7,25.34,0.0,38.19
343,2023-10-06,1011,223,310,1,86.69,0.1,45.47
344,2023-08-05,1015,228,308,3,88.11,0.05,39.71
345,2023-12-21,1015,247,308,5,70.65,0.15,42.72
346,2023-12-27,1016,216,308,6,69.78,0.0,20.26
347,2023-10-13,1010,243,303,9,63.79,0.1,72.78
348,2023-09-30,1012,238,310,9,28.26,0.0,61.59
349,2023-03-03,1013,211,306,3,48.54,0.05,56.07
350,2023-03-25,1004,203,307,8,72.63,0.1,76.24
351,2023-08-05,1007,215,309,4,58.35,0.1,26.33
352,2023-12-08,1002,201,310,7,11.67,0.1,11.09
353,2023-07-06,1015,207,310,6,95.82,0.05,66.96
354,2023-01-19,1008,201,304,8,86.03,0.1,79.88
355,2023-06-26,1007,249,305,6,33.45,0.15,48.38
356,2023-04-10,1015,232,308,4,65.48,0.05,9.41
357,2023-08-21,1014,209,301,2,93.09,0.15,63.54
358,2023-03-17,1008,229,306,7,18.64,0.15,10.53
359,2023-09-22,1012,226,304,4,55.27,0.05,45.5
360,2023-10-11,1013,223,305,9,51.06,0.0,25.81
361,2023-07-25,1011,245,305,9,46.92,0.15,73.63
362,2023-08-11,1017,243,302,7,85.2,0.05,38.85
363,2023-02-21,1017,229,308,5,44.26,0.15,72.38
364,2023-12-05,1004,238,302,3,15.73,0.1,27.43
365,2023-05-24,1008,233,304,3,15.93,0.15,34.05
366,2023-03-10,1005,207,305,9,13.85,0.15,76.03
367,2023-04-09,1016,212,301,9,46.82,0.15,20.1
368,2023-01-25,1004,231,306,4,74.66,0.1,48.39
369,2023-02-22,1015,232,302,1,28.34,0.15,34.14
370,2023-05-31,1012,220,305,5,68.18,0.05,63.06
371,2023-05-24,1005,217,306,8,71.84,0.15,14.7
372,2023-02-26,1016,236,308,4,32.97,0.05,37.79
373,2023-02-08,1014,203,309,4,64.05,0.15,57.42
374,2023-04-19,1010,201,306,9,71.64,0.15,35.53
375,2023-06-30,1007,250,305,9,52.0,0.15,9.39
376,2023-02-11,1013,227,304,7,40.3,0.0,57.88
377,2023-07-05,1020,247,302,8,65.72,0.0,42.74
378,2023-08-11,1005,240,302,4,98.01,0.1,5.85
379,2023-05-02,1003,233,307,8,48.42,0.05,50.95
380,2023-05-13,1015,220,305,6,45.26,0.1,73.99
381,2023-06-12,1004,214,307,3,51.78,0.05,13.33
382,2023-08-03,1015,236,301,7,16.86,0.1,49.3
383,2023-08-09,1014,205,301,3,59.78,0.1,59.65
384,2023-08-23,1020,223,305,7,39.58,0.15,10.31
385,2023-11-27,1019,245,302,5,20.93,0.15,6.7
386,2023-05-26,1013,215,308,4,51.96,0.15,39.81
387,2023-08-27,1010,206,303,3,10.3,0.15,64.34
388,2023-03-17,1005,233,301,8,46.16,0.15,17.05
389,2023-01-09,1020,219,302,4,19.52,0.1,67.75
390,2023-03-15,1020,213,310,8,12.19,0.05,54.24
391,2023-09-10,1006,229,310,3,84.2,0.0,29.91
392,2023-08-18,1004,206,307,9,92.46,0.0,43.69
393,2023-01-07,1002,215,306,6,28.69,0.05,77.42
394,2023-06-23,1016,216,308,5,58.54,0.0,21.23
395,2023-05-21,1018,224,307,5,35.02,0.1,42.47
396,2023-06-17,1005,223,310,3,54.42,0.05,51.84
397,2023-06-19,1004,248,308,2,49.3,0.05,15.35
398,2023-10-10,1013,210,303,6,34.21,0.0,8.26
399,2023-05-02,1019,241,306,1,73.04,0.0,6.01
400,2023-07-13,1002,241,307,7,21.38,0.1,29.35
401,2023-01-05,1013,249,310,5,14.78,0.15,10.55
402,2023-01-29,1011,217,301,4,79.09,0.05,65.28
403,2023-06-14,1004,249,301,9,69.93,0.15,79.8
404,2023-12-05,1020,244,307,1,54.87,0.0,9.6
405,2023-05-16,1020,245,303,4,52.1,0.05,37.45
406,2023-12-31,1015,230,303,3,54.77,0.15,6.93
407,2023-11-17,1004,244,305,6,49.33,0.1,15.05
408,2023-12-08,1009,246,306,5,45.36,0.1,29.22
409,2023-05-25,1007,210,302,7,54.97,0.1,34.53
410,2023-11-23,1019,219,303,1,57.57,0.05,75.48
411,2023-08-05,1019,229,306,5,72.27,0.05,34.69
412,2023-10-28,1006,202,303,2,74.01,0.05,42.22
413,2023-05-12,1006,236,305,2,43.99,0.05,23.42
414,2023-10-19,1020,219,309,2,47.22,0.05,5.01
415,2023-03-11,1015,207,303,9,43.63,0.15,72.45
416,2023-09-09,1015,226,306,3,58.29,0.15,11.13
417,2023-10-02,1020,215,305,4,50.8,0.1,77.32
418,2023-12-30,1009,247,305,5,90.06,0.15,14.81
419,2023-07-01,1004,238,306,4,72.67,0.15,50.37
420,2023-06-16,1018,203,306,4,90.88,0.1,79.96
421,2023-04-01,1018,238,301,5,73.82,0.1,15.38
422,2023-07-21,1005,216,309,9,97.39,0.0,36.8
423,2023-12-12,1020,202,305,9,67.22,0.1,63.53
424,2023-01-19,1011,231,301,6,96.72,0.15,7.41
425,2023-02-08,1005,228,308,3,24.24,0.05,56.73
426,2023-05-06,1004,207,307,6,14.72,0.1,11.03
427,2023-06-22,1012,230,307,4,62.12,0.0,22.74
428,2023-05-21,1002,243,305,3,98.51,0.15,17.01
429,2023-08-30,1013,207,301,6,47.58,0.0,73.05
430,2023-08-08,1010,236,309,6,29.08,0.0,18.53
431,2023-05-06,1009,229,309,2,56.94,0.15,8.03
432,2023-02-27,1010,224,308,9,68.39,0.0,49.07
433,2023-05-28,1007,239,305,8,38.37,0.15,30.96
434,2023-11-13,1004,204,303,6,74.33,0.0,35.43
435,2023-12-27,1019,229,308,1,97.76,0.05,13.93
436,2023-01-01,1010,244,301,2,90.73,0.1,61.12
437,2023-12-14,1003,205,303,4,36.24,0.05,50.12
438,2023-07-09,1019,229,307,7,39.41,0.05,32.32
439,2023-07-10,1002,230,304,9,43.44,0.0,17.87
440,2023-11-08,1020,229,307,5,45.51,0.1,49.51
441,2023-04-27,1010,226,305,2,19.03,0.1,63.39
442,2023-05-14,1002,219,306,1,78.58,0.1,28.43
443,2023-02-27,1002,226,307,1,42.88,0.0,6.94
444,2023-02-13,1017,237,310,5,89.18,0.05,21.08
445,2023-06-22,1016,227,307,7,93.42,0.15,56.18
446,2023-06-09,1016,230,307,9,12.2,0.15,79.18
447,2023-06-22,1014,230,307,9,98.97,0.15,6.0
448,2023-11-13,1007,203,307,8,73.9,0.1,27.96
449,2023-10-30,1011,243,303,1,56.84,0.15,9.65
450,2023-05-29,1001,207,303,5,45.06,0.05,28.73
451,2023-03-21,1011,249,307,6,56.67,0.15,35.44
452,2023-08-01,1004,209,302,6,39.22,0.1,74.06
453,2023-07-22,1007,241,302,4,66.04,0.1,11.04
454,2023-09-09,1015,242,303,1,18.37,0.15,63.29
455,2023-08-17,1018,213,304,3,65.9,0.1,34.67
456,2023-06-13,1012,215,306,4,34.78,0.15,65.84
457,2023-08-15,1017,205,308,4,11.59,0.1,43.51
458,2023-05-27,1001,229,310,4,59.74,0.0,7.95
459,2023-01-20,1011,235,310,5,62.06,0.0,75.97
460,2023-02-16,1001,227,307,9,48.39,0.05,11.21
461,2023-08-21,1015,227,304,4,16.51,0.0,49.83
462,2023-11-01,1010,208,302,9,90.4,0.15,70.83
463,2023-01-14,1007,232,302,9,65.03,0.1,10.98
